sale_id,boom_user_id,confidence,ev_email,ev_phone,ev_nombre,via
ft_sal_000080,bm_usr_005461,1.0,1.0,1.0,1.0,directo
ft_sal_000081,,0.0,0.25,0.0,1.0,
ft_sal_000082,bm_usr_000410,1.0,1.0,1.0,1.0,directo
ft_sal_000083,,0.0,0.25,0.0,1.0,
ft_sal_000084,,0.0,0.25,0.0,1.0,
ft_sal_000085,bm_usr_002973,1.0,1.0,1.0,1.0,directo
ft_sal_000086,,0.0,0.25,0.0,1.0,
ft_sal_000087,,0.0,0.25,0.0,1.0,
ft_sal_000088,,0.0,0.25,0.0,1.0,
ft_sal_000089,bm_usr_005504,1.0,1.0,1.0,1.0,directo
ft_sal_000090,,0.0,0.25,0.0,1.0,
ft_sal_000091,bm_usr_000689,0.56,0.0,1.0,1.0,directo
ft_sal_000092,bm_usr_004659,1.0,1.0,1.0,1.0,directo
ft_sal_000093,bm_usr_002106,0.91,1.0,0.75,1.0,directo
ft_sal_000094,bm_usr_000766,1.0,1.0,1.0,1.0,directo
ft_sal_000095,bm_usr_001804,0.95,1.0,1.0,0.75,directo
ft_sal_000096,,0.0,0.25,0.0,1.0,
ft_sal_000097,,0.0,0.25,0.0,1.0,
ft_sal_000098,,0.0,0.25,0.0,1.0,
ft_sal_000099,,0.0,0.25,0.0,0.75,
ft_sal_000100,bm_usr_000434,0.64,1.0,0.0,1.0,directo
ft_sal_000101,bm_usr_000672,1.0,1.0,1.0,1.0,directo
ft_sal_000102,bm_usr_005367,0.91,1.0,0.75,1.0,directo
ft_sal_000103,,0.0,0.0,0.75,1.0,
ft_sal_000104,bm_usr_001681,0.91,1.0,0.75,1.0,directo
ft_sal_000105,,0.0,0.0,0.75,1.0,
ft_sal_000106,bm_usr_000319,1.0,1.0,1.0,1.0,directo
ft_sal_000107,bm_usr_003052,1.0,1.0,1.0,1.0,directo
ft_sal_000108,bm_usr_000874,0.91,1.0,0.75,1.0,directo
ft_sal_000109,,0.0,0.65,0.0,1.0,
ft_sal_000110,,0.0,0.0,0.0,0.0,
ft_sal_000111,bm_usr_000650,1.0,1.0,1.0,1.0,directo
ft_sal_000112,bm_usr_000009,1.0,1.0,1.0,1.0,directo
ft_sal_000113,bm_usr_002352,1.0,1.0,1.0,1.0,directo
ft_sal_000114,bm_usr_002255,1.0,1.0,1.0,1.0,directo
ft_sal_000115,bm_usr_005278,0.574,0.85,0.0,1.0,directo
ft_sal_000116,,0.0,0.25,0.0,1.0,
ft_sal_000117,bm_usr_001683,1.0,1.0,1.0,1.0,directo
ft_sal_000118,bm_usr_004284,1.0,1.0,1.0,1.0,directo
ft_sal_000119,bm_usr_005202,0.934,0.85,1.0,1.0,directo
ft_sal_000120,,0.0,0.25,0.0,1.0,
ft_sal_000121,bm_usr_004943,1.0,1.0,1.0,1.0,directo
ft_sal_000122,,0.0,0.25,0.0,1.0,
ft_sal_000123,,0.0,0.25,0.0,1.0,
ft_sal_000124,bm_usr_004740,0.934,0.85,1.0,1.0,directo
ft_sal_000125,,0.0,0.25,0.0,1.0,
ft_sal_000126,,0.0,0.25,0.0,1.0,
ft_sal_000127,bm_usr_002808,0.91,1.0,0.75,1.0,directo
ft_sal_000128,,0.0,0.25,0.0,1.0,
ft_sal_000129,,0.0,0.25,0.0,1.0,
ft_sal_000130,bm_usr_001749,0.85,1.0,0.0,0.0,propagado
ft_sal_000131,bm_usr_002259,0.934,0.85,1.0,1.0,directo
ft_sal_000132,bm_usr_002235,1.0,1.0,1.0,1.0,directo
ft_sal_000133,bm_usr_002497,1.0,1.0,1.0,1.0,directo
ft_sal_000134,bm_usr_003846,1.0,1.0,1.0,1.0,directo
ft_sal_000135,,0.0,0.25,0.0,1.0,
ft_sal_000136,bm_usr_002495,0.574,0.85,0.0,1.0,directo
ft_sal_000137,,0.0,0.25,0.0,1.0,
ft_sal_000138,bm_usr_005019,0.844,0.85,0.75,1.0,directo
ft_sal_000139,bm_usr_002505,1.0,1.0,1.0,1.0,directo
ft_sal_000140,,0.0,0.25,0.0,1.0,
ft_sal_000141,bm_usr_001931,0.91,1.0,0.75,1.0,directo
ft_sal_000142,bm_usr_002995,1.0,1.0,1.0,1.0,directo
ft_sal_000143,,0.0,0.25,0.0,0.75,
ft_sal_000144,,0.0,0.25,0.0,1.0,
ft_sal_000145,,0.0,0.0,0.75,1.0,
ft_sal_000146,bm_usr_005170,1.0,1.0,1.0,1.0,directo
ft_sal_000147,bm_usr_004495,0.934,0.85,1.0,1.0,directo
ft_sal_000148,,0.0,0.25,0.0,1.0,
ft_sal_000149,,0.0,0.25,0.0,1.0,
ft_sal_000150,,0.0,0.25,0.0,1.0,
ft_sal_000151,bm_usr_001722,0.574,0.85,0.0,1.0,directo
ft_sal_000152,,0.0,0.25,0.0,1.0,
ft_sal_000153,bm_usr_000002,0.95,1.0,1.0,0.75,directo
ft_sal_000154,,0.0,0.25,0.0,1.0,
ft_sal_000155,bm_usr_005648,1.0,1.0,1.0,1.0,directo
ft_sal_000156,bm_usr_004091,0.64,1.0,0.0,1.0,directo
ft_sal_000157,,0.0,0.25,0.0,1.0,
ft_sal_000158,bm_usr_000128,1.0,1.0,1.0,1.0,directo
ft_sal_000159,bm_usr_001992,0.64,1.0,0.0,1.0,directo
ft_sal_000160,bm_usr_002004,1.0,1.0,1.0,1.0,directo
ft_sal_000161,,0.0,0.25,0.0,1.0,
ft_sal_000162,bm_usr_005927,1.0,1.0,1.0,1.0,directo
ft_sal_000163,bm_usr_004142,1.0,1.0,1.0,1.0,directo
ft_sal_000164,bm_usr_003453,1.0,1.0,1.0,1.0,directo
ft_sal_000165,bm_usr_000160,1.0,1.0,1.0,1.0,directo
ft_sal_000166,,0.0,0.25,0.0,0.75,
ft_sal_000167,bm_usr_004364,1.0,1.0,1.0,1.0,directo
ft_sal_000168,,0.0,0.25,0.0,1.0,
ft_sal_000169,bm_usr_000247,1.0,1.0,1.0,1.0,directo
ft_sal_000170,,0.0,0.25,0.0,1.0,
ft_sal_000171,,0.0,0.25,0.0,1.0,
ft_sal_000172,bm_usr_002615,0.56,0.0,1.0,1.0,directo
ft_sal_000173,bm_usr_003950,0.64,1.0,0.0,1.0,directo
ft_sal_000174,bm_usr_003380,1.0,1.0,1.0,1.0,directo
ft_sal_000175,bm_usr_001134,1.0,1.0,1.0,1.0,directo
ft_sal_000176,bm_usr_002240,0.844,0.85,0.75,1.0,directo
ft_sal_000177,bm_usr_005234,0.56,0.0,1.0,1.0,directo
ft_sal_000178,bm_usr_001838,1.0,1.0,1.0,1.0,directo
ft_sal_000179,bm_usr_004239,1.0,1.0,1.0,1.0,directo
ft_sal_000180,bm_usr_003540,1.0,1.0,1.0,1.0,directo
ft_sal_000181,bm_usr_004825,0.64,1.0,0.0,1.0,directo
ft_sal_000182,bm_usr_003014,1.0,1.0,1.0,1.0,directo
ft_sal_000183,bm_usr_004325,1.0,1.0,1.0,1.0,directo
ft_sal_000184,bm_usr_004668,0.64,1.0,0.0,1.0,directo
ft_sal_000185,bm_usr_000594,1.0,1.0,1.0,1.0,directo
ft_sal_000186,,0.0,0.25,0.0,1.0,
ft_sal_000187,bm_usr_001453,1.0,1.0,1.0,1.0,directo
ft_sal_000188,bm_usr_005536,1.0,1.0,1.0,1.0,directo
ft_sal_000189,bm_usr_001488,0.934,0.85,1.0,1.0,directo
ft_sal_000190,bm_usr_001036,1.0,1.0,1.0,1.0,directo
ft_sal_000191,bm_usr_000852,0.64,1.0,0.0,1.0,directo
ft_sal_000192,bm_usr_001768,0.934,0.85,1.0,1.0,directo
ft_sal_000193,bm_usr_005191,1.0,1.0,1.0,1.0,directo
ft_sal_000194,bm_usr_004975,1.0,1.0,1.0,1.0,directo
ft_sal_000195,,0.0,0.25,0.0,1.0,
ft_sal_000196,bm_usr_005814,1.0,1.0,1.0,1.0,directo
ft_sal_000197,,0.0,0.25,0.0,1.0,
ft_sal_000198,bm_usr_001758,0.934,0.85,1.0,1.0,directo
ft_sal_000199,bm_usr_003208,1.0,1.0,1.0,1.0,directo
ft_sal_000200,bm_usr_003435,0.91,1.0,0.75,1.0,directo
ft_sal_000201,bm_usr_004561,0.56,0.0,1.0,1.0,directo
ft_sal_000202,,0.0,0.25,0.0,1.0,
ft_sal_000203,,0.0,0.25,0.0,1.0,
ft_sal_000204,,0.0,0.25,0.0,1.0,
ft_sal_000205,,0.0,0.25,0.0,1.0,
ft_sal_000206,bm_usr_001390,1.0,1.0,1.0,1.0,directo
ft_sal_000207,bm_usr_002753,1.0,1.0,1.0,1.0,directo
ft_sal_000208,bm_usr_005967,1.0,1.0,1.0,1.0,directo
ft_sal_000209,bm_usr_005711,1.0,1.0,1.0,1.0,directo
ft_sal_000210,bm_usr_004604,0.56,0.0,1.0,1.0,directo
ft_sal_000211,bm_usr_002897,0.64,1.0,0.0,1.0,directo
ft_sal_000212,,0.0,0.25,0.0,1.0,
ft_sal_000213,,0.0,0.25,0.0,1.0,
ft_sal_000214,bm_usr_003810,1.0,1.0,1.0,1.0,directo
ft_sal_000215,,0.0,0.25,0.0,1.0,
ft_sal_000216,bm_usr_003503,1.0,1.0,1.0,1.0,directo
ft_sal_000217,bm_usr_005263,1.0,1.0,1.0,1.0,directo
ft_sal_000218,,0.0,0.25,0.0,1.0,
ft_sal_000219,bm_usr_004441,0.56,0.0,1.0,1.0,directo
ft_sal_000220,,0.0,0.25,0.0,1.0,
ft_sal_000221,bm_usr_000170,1.0,1.0,1.0,1.0,directo
ft_sal_000222,,0.0,0.25,0.0,1.0,
ft_sal_000223,,0.0,0.25,0.0,1.0,
ft_sal_000224,bm_usr_003712,0.934,0.85,1.0,1.0,directo
ft_sal_000225,bm_usr_003251,0.56,0.0,1.0,1.0,directo
ft_sal_000226,bm_usr_000772,0.934,0.85,1.0,1.0,directo
ft_sal_000227,bm_usr_003315,1.0,1.0,1.0,1.0,directo
ft_sal_000228,bm_usr_005211,0.574,0.85,0.0,1.0,directo
ft_sal_000229,bm_usr_001481,0.574,0.85,0.0,1.0,directo
ft_sal_000230,,0.0,0.25,0.0,1.0,
ft_sal_000231,bm_usr_004006,0.934,0.85,1.0,1.0,directo
ft_sal_000232,bm_usr_005999,1.0,1.0,1.0,1.0,directo
ft_sal_000233,,0.0,0.25,0.0,1.0,
ft_sal_000234,,0.0,0.25,0.0,1.0,
ft_sal_000235,,0.0,0.25,0.0,1.0,
ft_sal_000236,bm_usr_001680,1.0,1.0,1.0,1.0,directo
ft_sal_000237,bm_usr_001667,1.0,1.0,1.0,1.0,directo
ft_sal_000238,bm_usr_005192,1.0,1.0,1.0,1.0,directo
ft_sal_000239,bm_usr_004739,0.844,0.85,0.75,1.0,directo
ft_sal_000240,bm_usr_001659,1.0,1.0,1.0,1.0,directo
ft_sal_000241,bm_usr_003274,1.0,1.0,1.0,1.0,directo
ft_sal_000242,bm_usr_004861,1.0,1.0,1.0,1.0,directo
ft_sal_000243,bm_usr_000681,1.0,1.0,1.0,1.0,directo
ft_sal_000244,bm_usr_004893,1.0,1.0,1.0,1.0,directo
ft_sal_000245,bm_usr_005963,0.934,0.85,1.0,1.0,directo
ft_sal_000246,bm_usr_002992,1.0,1.0,1.0,1.0,directo
ft_sal_000247,bm_usr_003520,1.0,1.0,1.0,1.0,directo
ft_sal_000248,bm_usr_001635,1.0,1.0,1.0,1.0,directo
ft_sal_000249,bm_usr_004855,0.934,0.85,1.0,1.0,directo
ft_sal_000250,bm_usr_002615,1.0,1.0,1.0,1.0,directo
ft_sal_000251,bm_usr_002034,1.0,1.0,1.0,1.0,directo
ft_sal_000252,,0.0,0.25,0.0,1.0,
ft_sal_000253,,0.0,0.25,0.0,1.0,
ft_sal_000254,bm_usr_002250,0.64,1.0,0.0,1.0,directo
ft_sal_000255,,0.0,0.25,0.0,1.0,
ft_sal_000256,bm_usr_004198,0.934,0.85,1.0,1.0,directo
ft_sal_000257,bm_usr_004447,0.574,0.85,0.0,1.0,directo
ft_sal_000258,,0.0,0.25,0.0,1.0,
ft_sal_000259,bm_usr_002903,0.934,0.85,1.0,1.0,directo
ft_sal_000260,bm_usr_000135,1.0,1.0,1.0,1.0,directo
ft_sal_000261,bm_usr_002705,0.934,0.85,1.0,1.0,directo
ft_sal_000262,,0.0,0.25,0.0,1.0,
ft_sal_000263,,0.0,0.25,0.0,1.0,
ft_sal_000264,bm_usr_005219,0.934,0.85,1.0,1.0,directo
ft_sal_000265,,0.0,0.25,0.0,1.0,
ft_sal_000266,bm_usr_001266,1.0,1.0,1.0,1.0,directo
ft_sal_000267,bm_usr_002032,1.0,1.0,1.0,1.0,directo
ft_sal_000268,,0.0,0.25,0.0,1.0,
ft_sal_000269,bm_usr_001239,1.0,1.0,1.0,1.0,directo
ft_sal_000270,bm_usr_001443,0.64,1.0,0.0,1.0,directo
ft_sal_000271,bm_usr_005086,0.934,0.85,1.0,1.0,directo
ft_sal_000272,bm_usr_004324,1.0,1.0,1.0,1.0,directo
ft_sal_000273,,0.0,0.25,0.0,1.0,
ft_sal_000274,bm_usr_001478,1.0,1.0,1.0,1.0,directo
ft_sal_000275,,0.0,0.25,0.0,1.0,
ft_sal_000276,,0.0,0.25,0.0,1.0,
ft_sal_000277,bm_usr_002608,1.0,1.0,1.0,1.0,directo
ft_sal_000278,bm_usr_002123,1.0,1.0,1.0,1.0,directo
ft_sal_000279,bm_usr_002875,1.0,1.0,1.0,1.0,directo
ft_sal_000280,bm_usr_001898,0.934,0.85,1.0,1.0,directo
ft_sal_000281,bm_usr_004194,1.0,1.0,1.0,1.0,directo
ft_sal_000282,bm_usr_005528,0.934,0.85,1.0,1.0,directo
ft_sal_000283,bm_usr_005371,1.0,1.0,1.0,1.0,directo
ft_sal_000284,bm_usr_002936,0.64,1.0,0.0,1.0,directo
ft_sal_000285,bm_usr_004602,1.0,1.0,1.0,1.0,directo
ft_sal_000286,bm_usr_002799,1.0,1.0,1.0,1.0,directo
ft_sal_000287,bm_usr_003879,1.0,1.0,1.0,1.0,directo
ft_sal_000288,bm_usr_002155,0.64,1.0,0.0,1.0,directo
ft_sal_000289,,0.0,0.25,0.0,0.75,
ft_sal_000290,,0.0,0.25,0.0,1.0,
ft_sal_000291,,0.0,0.25,0.0,1.0,
ft_sal_000292,,0.0,0.25,0.0,1.0,
ft_sal_000293,bm_usr_001355,1.0,1.0,1.0,1.0,directo
ft_sal_000294,bm_usr_003573,1.0,1.0,1.0,1.0,directo
ft_sal_000295,bm_usr_004944,0.64,1.0,0.0,1.0,directo
ft_sal_000296,,0.0,0.25,0.0,1.0,
ft_sal_000297,bm_usr_000444,0.64,1.0,0.0,1.0,directo
ft_sal_000298,bm_usr_000859,1.0,1.0,1.0,1.0,directo
ft_sal_000299,,0.0,0.25,0.0,1.0,
ft_sal_000300,,0.0,0.25,0.0,1.0,
ft_sal_000301,bm_usr_000311,0.934,0.85,1.0,1.0,directo
ft_sal_000302,bm_usr_003748,1.0,1.0,1.0,1.0,directo
ft_sal_000303,bm_usr_004101,0.934,0.85,1.0,1.0,directo
ft_sal_000304,bm_usr_000508,0.64,1.0,0.0,1.0,directo
ft_sal_000305,bm_usr_000218,1.0,1.0,1.0,1.0,directo
ft_sal_000306,bm_usr_004039,1.0,1.0,1.0,1.0,directo
ft_sal_000307,,0.0,0.25,0.0,1.0,
ft_sal_000308,bm_usr_003861,1.0,1.0,1.0,1.0,directo
ft_sal_000309,,0.0,0.25,0.0,1.0,
ft_sal_000310,bm_usr_001061,1.0,1.0,1.0,1.0,directo
ft_sal_000311,bm_usr_001743,1.0,1.0,1.0,1.0,directo
ft_sal_000312,bm_usr_000408,1.0,1.0,1.0,1.0,directo
ft_sal_000313,bm_usr_000496,1.0,1.0,1.0,1.0,directo
ft_sal_000314,bm_usr_003349,1.0,1.0,1.0,1.0,directo
ft_sal_000315,,0.0,0.25,0.0,1.0,
ft_sal_000316,bm_usr_003953,0.934,0.85,1.0,1.0,directo
ft_sal_000317,,0.0,0.25,0.0,1.0,
ft_sal_000318,bm_usr_000846,0.85,0.0,0.75,1.0,propagado
ft_sal_000319,bm_usr_000154,1.0,1.0,1.0,1.0,directo
ft_sal_000320,bm_usr_000760,0.95,1.0,1.0,0.75,directo
ft_sal_000321,bm_usr_002666,1.0,1.0,1.0,1.0,directo
ft_sal_000322,bm_usr_003677,0.64,1.0,0.0,1.0,directo
ft_sal_000323,bm_usr_002612,0.56,0.0,1.0,1.0,directo
ft_sal_000324,bm_usr_000041,1.0,1.0,1.0,1.0,directo
ft_sal_000325,,0.0,0.25,0.0,1.0,
ft_sal_000326,bm_usr_005353,0.64,1.0,0.0,1.0,directo
ft_sal_000327,bm_usr_001041,1.0,1.0,1.0,1.0,directo
ft_sal_000328,bm_usr_003052,1.0,1.0,1.0,1.0,directo
ft_sal_000329,bm_usr_001088,1.0,1.0,1.0,1.0,directo
ft_sal_000330,,0.0,0.25,0.0,1.0,
ft_sal_000331,,0.0,0.25,0.0,1.0,
ft_sal_000332,,0.0,0.25,0.0,1.0,
ft_sal_000333,,0.0,0.25,0.0,1.0,
ft_sal_000334,,0.0,0.25,0.0,1.0,
ft_sal_000335,,0.0,0.25,0.0,1.0,
ft_sal_000336,bm_usr_002823,0.91,1.0,0.75,1.0,directo
ft_sal_000337,bm_usr_004385,1.0,1.0,1.0,1.0,directo
ft_sal_000338,bm_usr_004458,1.0,1.0,1.0,1.0,directo
ft_sal_000339,,0.0,0.25,0.0,1.0,
ft_sal_000340,bm_usr_004985,0.95,1.0,1.0,0.75,directo
ft_sal_000341,,0.0,0.25,0.0,1.0,
ft_sal_000342,bm_usr_004417,1.0,1.0,1.0,1.0,directo
ft_sal_000343,bm_usr_002015,0.934,0.85,1.0,1.0,directo
ft_sal_000344,bm_usr_005103,1.0,1.0,1.0,1.0,directo
ft_sal_000345,bm_usr_002629,1.0,1.0,1.0,1.0,directo
ft_sal_000346,,0.0,0.25,0.0,1.0,
ft_sal_000347,bm_usr_005596,1.0,1.0,1.0,1.0,directo
ft_sal_000348,bm_usr_001243,0.95,1.0,1.0,0.75,directo
ft_sal_000349,bm_usr_000799,0.64,1.0,0.0,1.0,directo
ft_sal_000350,bm_usr_004165,1.0,1.0,1.0,1.0,directo
ft_sal_000351,bm_usr_000800,0.91,1.0,0.75,1.0,directo
ft_sal_000352,bm_usr_005202,0.934,0.85,1.0,1.0,directo
ft_sal_000353,bm_usr_003020,1.0,1.0,1.0,1.0,directo
ft_sal_000354,bm_usr_004547,1.0,1.0,1.0,1.0,directo
ft_sal_000355,bm_usr_000490,1.0,1.0,1.0,1.0,directo
ft_sal_000356,bm_usr_000899,1.0,1.0,1.0,1.0,directo
ft_sal_000357,bm_usr_004082,0.934,0.85,1.0,1.0,directo
ft_sal_000358,bm_usr_001462,1.0,1.0,1.0,1.0,directo
ft_sal_000359,bm_usr_001649,1.0,1.0,1.0,1.0,directo
ft_sal_000360,,0.0,0.25,0.0,1.0,
ft_sal_000361,,0.0,0.25,0.0,1.0,
ft_sal_000362,bm_usr_001131,1.0,1.0,1.0,1.0,directo
ft_sal_000363,bm_usr_002037,1.0,1.0,1.0,1.0,directo
ft_sal_000364,bm_usr_000445,0.95,1.0,1.0,0.75,directo
ft_sal_000365,bm_usr_003169,1.0,1.0,1.0,1.0,directo
ft_sal_000366,,0.0,0.25,0.0,1.0,
ft_sal_000367,bm_usr_005998,1.0,1.0,1.0,1.0,directo
ft_sal_000368,,0.0,0.25,0.0,1.0,
ft_sal_000369,bm_usr_005354,1.0,1.0,1.0,1.0,directo
ft_sal_000370,,0.0,0.25,0.0,1.0,
ft_sal_000371,bm_usr_004464,1.0,1.0,1.0,1.0,directo
ft_sal_000372,bm_usr_002132,1.0,1.0,1.0,1.0,directo
ft_sal_000373,,0.0,0.25,0.0,1.0,
ft_sal_000374,,0.0,0.25,0.0,1.0,
ft_sal_000375,bm_usr_001413,1.0,1.0,1.0,1.0,directo
ft_sal_000376,bm_usr_004400,1.0,1.0,1.0,1.0,directo
ft_sal_000377,,0.0,0.25,0.0,1.0,
ft_sal_000378,bm_usr_005163,1.0,1.0,1.0,1.0,directo
ft_sal_000379,bm_usr_005517,0.64,1.0,0.0,1.0,directo
ft_sal_000380,bm_usr_003038,1.0,1.0,1.0,1.0,directo
ft_sal_000381,bm_usr_003631,1.0,1.0,1.0,1.0,directo
ft_sal_000382,bm_usr_005741,1.0,1.0,1.0,1.0,directo
ft_sal_000383,bm_usr_000479,1.0,1.0,1.0,1.0,directo
ft_sal_000384,bm_usr_001987,0.56,0.0,1.0,1.0,directo
ft_sal_000385,bm_usr_004895,0.91,1.0,0.75,1.0,directo
ft_sal_000386,,0.0,0.25,0.0,1.0,
ft_sal_000387,bm_usr_005543,0.59,1.0,0.0,0.75,directo
ft_sal_000388,,0.0,0.25,0.0,1.0,
ft_sal_000389,bm_usr_001923,1.0,1.0,1.0,1.0,directo
ft_sal_000390,,0.0,0.25,0.0,1.0,
ft_sal_000391,bm_usr_001808,1.0,1.0,1.0,1.0,directo
ft_sal_000392,,0.0,0.25,0.0,1.0,
ft_sal_000393,bm_usr_004511,1.0,1.0,1.0,1.0,directo
ft_sal_000394,bm_usr_001938,1.0,1.0,1.0,1.0,directo
ft_sal_000395,bm_usr_000368,1.0,1.0,1.0,1.0,directo
ft_sal_000396,bm_usr_003846,1.0,1.0,1.0,1.0,directo
ft_sal_000397,,0.0,0.25,0.0,1.0,
ft_sal_000398,,0.0,0.25,0.0,1.0,
ft_sal_000399,,0.0,0.25,0.0,1.0,
ft_sal_000400,,0.0,0.25,0.0,1.0,
ft_sal_000401,bm_usr_004756,0.91,1.0,0.75,1.0,directo
ft_sal_000402,bm_usr_005999,0.934,0.85,1.0,1.0,directo
ft_sal_000403,bm_usr_002381,1.0,1.0,1.0,1.0,directo
ft_sal_000404,bm_usr_000125,0.95,1.0,1.0,0.75,directo
ft_sal_000405,,0.0,0.25,0.0,1.0,
ft_sal_000406,bm_usr_003675,0.64,1.0,0.0,1.0,directo
ft_sal_000407,bm_usr_000773,1.0,1.0,1.0,1.0,directo
ft_sal_000408,bm_usr_000608,1.0,1.0,1.0,1.0,directo
ft_sal_000409,bm_usr_002573,1.0,1.0,1.0,1.0,directo
ft_sal_000410,bm_usr_004875,1.0,1.0,1.0,1.0,directo
ft_sal_000411,bm_usr_000943,0.934,0.85,1.0,1.0,directo
ft_sal_000412,,0.0,0.25,0.0,1.0,
ft_sal_000413,bm_usr_005634,1.0,1.0,1.0,1.0,directo
